id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,loss
1867,124,9,0.081811898,2200,4,13699,2139.0,2564.0,120.19,123.19,8,0.6855,0.6855,854289,0.6911,0.6855,0.4068,0.6855,0.787,0.7589,1477570300.0,85,37,838100.0,85.0,85.0,85.0,85.0,85.0,0.9043,0,0,0,16,0,0,0.65275,0.68695,0
1868,128,10,0.061218064,1800,4,82642,2390.0,434.0,124.99,127.0,11,0.5528,0.5528,573022,0.5574,0.5231,0.2603,0.6018,0.6239,0.6126,1428261120.0,68,0,541008.0,68.0,68.0,95.17,80.04,68.0,0.6869,0,0,0,8,0,0,0.62155,0.55079,0
1869,122,9,0.5281345000000001,1300,4,7399,7120.0,1101.0,124.82,122.52,15,0.7931,0.7797,5499625,0.7797,0.7797,0.5706,0.7863,0.807,0.807,1414605248.0,92,65,1074928.0,92.0,92.0,92.0,92.0,92.0,0.9293,0,0,0,35,0,0,0.80985,0.79173,0
1870,154,8,0.744713457,4300,1,79572,710.0,1897.0,156.66,155.06,9,0.7603,0.7603,403488,0.7302,0.7188,0.5166,0.7302,0.8142,0.8,6182105600.0,92,79,1405024.0,133.18,110.07,146.51,115.28,92.0,0.8440000000000001,0,0,0,7,0,0,0.6694,0.70692,0
1871,120,10,0.39145092200000003,1500,4,78920,822.0,1364.0,121.2,120.34,14,0.6885,0.6885,2157809,0.6829,0.6774,0.462,0.6829,0.7568,0.75,1355288256.0,84,49,874944.0,84.0,84.0,84.0,84.0,84.0,0.8485,0,0,0,9,0,0,0.6687,0.66966,0
1872,140,9,0.285457595,4400,4,80523,387.0,6445.0,141.55,140.28,11,0.0,0.0,305526,0.0,0.0,0.5783,0.0,0.0,0.0,4537396160.0,0,0,1289033.0,0.0,0.0,0.0,0.0,97.0,0.0,0,0,0,20,0,0,0.07,0.0,0
1873,161,8,0.035869459,3600,2,76669,1125.0,632.0,157.41,160.23,11,0.9027,0.9027,708417,0.7907,0.7907,0.5905,0.7907,0.9027,0.8571,5953376880.0,102,100,1591812.0,156.91,125.69,156.42,125.5,102.0,0.9714,0,0,0,19,0,0,0.70535,0.78163,0
1874,125,10,0.7465903620000001,1800,7,627,213.0,2358.0,126.66,125.53,13,0.7984,0.7984,2010470,0.8049,0.7984,0.6232,0.7984,0.9167,0.8839,2259718560.0,99,62,1283931.0,99.0,99.0,122.03,109.56,99.0,0.99,0,0,0,38,0,0,0.7292,0.79856,0
1875,114,8,0.091743393,1800,4,80385,671.0,758.0,118.26,114.72,18,0.4706,0.4628,7036081,0.44799999999999995,0.44799999999999995,0.1927,0.44799999999999995,0.5283,0.5045,829870272.0,56,0,379456.0,56.0,56.0,69.03,61.98,56.0,0.6022,0,0,0,14,0,0,0.574,0.4732,0
1876,127,10,0.321214341,2600,16,77014,214.0,5803.0,124.8,126.43,9,0.8559,0.8559,46293,0.8333,0.8333,0.6197,0.8333,0.9048,0.8636,2937547250.0,95,63,1092025.0,95.0,95.0,95.0,95.0,95.0,1.0,0,0,0,9,0,0,0.79665,0.8199700000000001,0
1877,134,6,0.022060416,1800,7,2572,238.0,9001.0,131.2,132.79,10,0.7815,0.75,5157151,0.7561,0.75,0.5037,0.75,0.8017,0.7686,1826668800.0,93,63,1037880.0,93.0,93.0,104.95,98.61,93.0,0.8378,0,0,0,31,0,0,0.735,0.755,0
1878,124,8,0.323054383,2300,7,83467,4382.0,1527.0,124.89,123.88,15,0.7273,0.7273,11948013,0.7040000000000001,0.7040000000000001,0.4799,0.7458,0.7788,0.7586,2084158208.0,88,82,944768.0,88.0,88.0,116.28,100.73,88.0,0.9670000000000001,0,0,0,34,0,0,0.732,0.7136,0
1879,147,8,0.480383925,3600,4,76788,9.0,498.0,149.05,147.31,9,0.614,0.5833,358246,0.5833,0.5833,0.332,0.6034,0.6195,0.614,3557400000.0,70,55,735000.0,103.54,84.63,107.35,86.13,70.0,0.7692,0,0,0,19,0,0,0.46165,0.53497,0
1880,131,8,0.838924683,1500,4,78223,3973.0,7549.0,131.14,131.58,14,0.7009,0.6613,6405594,0.6613,0.6613,0.5071,0.6949,0.7455,0.7321,1521775680.0,82,32,927912.0,82.0,82.0,101.07,90.75,82.0,0.7961,0,0,0,28,0,0,0.71065,0.6651699999999999,0
1881,114,10,0.481994738,3500,10,11699,2732.0,1092.0,116.15,114.71,12,0.7928,0.7928,1293624,0.7586,0.7586,0.5362,0.8,0.8381,0.8,2509303808.0,88,14,944768.0,88.0,88.0,123.16,103.58,88.0,0.8302,0,0,0,17,0,0,0.7393,0.75274,0
1882,118,9,0.402194603,2600,7,14522,9545.0,2781.0,121.97,118.65,11,0.8246,0.8103,6880256,0.8103,0.8103,0.6195,0.8103,0.8624,0.8319,2910083584.0,94,57,1095664.0,94.0,94.0,131.55,110.64,94.0,0.94,0,0,0,8,0,0,0.76515,0.79927,11
1883,156,3,0.9045508059999999,3600,10,14002,2201.0,3892.0,155.33,155.91,12,0.8305,0.7903,8327750,0.7778,0.7778,0.6064,0.8099,0.8376,0.7778,5438553120.0,98,141,1498224.0,138.64,115.95,144.02,118.11,98.0,1.0,0,0,0,7,0,0,0.7889,0.79002,0
1884,126,8,0.6978044409999999,1800,16,6901,4739.0,2972.0,129.13,126.84,9,0.7731,0.7419,6482890,0.748,0.7419,0.5546,0.7603,0.8288,0.8142,2011046400.0,92,53,1142640.0,92.0,92.0,92.0,92.0,92.0,0.8762,0,0,0,7,0,0,0.76095,0.74771,0
1885,123,10,0.286209598,2100,16,3572,2173.0,3789.0,125.37,123.08,13,0.7355,0.7177,2301183,0.7236,0.7177,0.4729,0.7417,0.7946,0.7876,1743966570.0,89,23,974283.0,89.0,89.0,109.7,98.5,89.0,0.8241,0,0,0,12,0,0,0.68885,0.72593,0
1886,123,6,0.452963341,2600,4,77826,318.0,3495.0,127.54,124.25,11,0.8598,0.807,3064776,0.807,0.807,0.6999,0.807,0.8519,0.8519,2908839808.0,92,65,1151104.0,92.0,92.0,121.57,105.31,92.0,0.8598,0,0,0,11,0,0,0.8035,0.8063,0
1887,164,1,0.032094295,3600,7,75592,2508.0,901.0,164.08,164.0,23,0.3162,0.3162,24681778,0.3162,0.3162,0.1051,0.3162,0.9359999999999999,0.907,7902385920.0,117,160,2244996.0,161.47,136.78,117.0,117.0,117.0,1.0,0,0,0,33,0,0,0.4181,0.32458000000000004,0
1888,164,1,0.47077601700000005,5300,7,14447,4985.0,3745.0,163.1,163.8,14,0.5285,0.5078,14680437,0.5078,0.5078,0.2556,0.5159,0.5462,0.5285,3613896000.0,65,169,684450.0,98.11,79.36,107.07,82.8,65.0,0.9701,0,0,0,6,0,0,0.6839,0.54702,0
1889,113,10,0.641614539,1100,4,11699,80.0,701.0,114.82,113.31,9,0.6639,0.6423,1084791,0.6423,0.6423,0.3751,0.6423,0.7524,0.6991,796351600.0,79,16,723956.0,79.0,79.0,79.0,79.0,79.0,0.7979999999999999,0,0,0,14,0,0,0.61115,0.62807,0
1890,120,4,0.25692773,1100,4,82384,7533.0,3926.0,121.37,119.98,10,0.7966,0.7966,13906368,0.7966,0.7966,0.5582,0.8034,0.8246,0.7966,1387958880.0,94,93,1051484.0,94.0,94.0,94.0,94.0,94.0,0.94,0,0,0,10,0,0,0.8083,0.79694,0
1891,129,9,0.437903341,1300,4,12780,5280.0,954.0,127.61,129.03,9,0.7542,0.7542,10079917,0.7542,0.7542,0.5466,0.7607,0.7807,0.7807,1359243600.0,89,59,1029730.0,89.0,89.0,109.7,98.5,89.0,0.899,0,0,0,10,0,0,0.7671,0.75878,0
1892,122,10,0.806938598,1300,16,9290,6682.0,1123.0,128.32,123.21,7,0.8376,0.8305,4007910,0.8305,0.8305,0.6831,0.8376,0.875,0.8596,1698755520.0,98,65,1286936.0,98.0,98.0,129.5,112.18,98.0,0.9703,0,0,0,12,0,0,0.79525,0.82745,0
1893,160,7,0.7432595609999999,3600,3,77061,3699.0,2183.0,160.54,160.2,9,0.2541,0.2541,4473804,0.7068,0.2541,0.067,0.7344,0.7899,0.7899,5038640640.0,94,126,1431432.0,132.98,111.22,131.55,110.64,94.0,1.0,0,0,0,12,0,0,0.35705,0.25869000000000003,0
1894,136,9,0.08899596,3100,4,14629,3.0,1509.0,127.37,134.1,8,0.9474,0.9231,11678188,0.9474,0.9231,0.7569,0.9391,0.9908,0.9643,4442059440.0,108,76,1364688.0,108.0,108.0,121.87,114.52,108.0,0.9908,0,0,0,14,0,0,0.87155,0.91079,2
1895,124,10,0.885899642,1100,4,13641,2739.0,3115.0,124.29,124.27,8,0.4202,0.4065,3053135,0.4065,0.4065,0.1645,0.4348,0.4464,0.4425,349250000.0,50,0,317500.0,50.0,50.0,50.0,50.0,50.0,0.4854,0,0,0,6,0,0,0.57325,0.43585,0
1896,137,8,0.312746813,3600,2,75932,706.0,845.0,140.52,137.34,8,0.8596,0.784,319884,0.7368,0.2649,0.0625,0.2649,0.8991,0.8522,4699045120.0,98,64,1334956.0,138.64,115.95,137.15,115.35,98.0,0.9515,0,0,0,11,0,0,0.15245,0.23840999999999998,0
1897,111,10,0.378812479,1100,3,78252,345.0,2618.0,113.19,111.11,8,0.7899,0.7642,869494,0.7642,0.7642,0.5127,0.7833,0.8545,0.8319,1104429312.0,94,51,989632.0,94.0,94.0,94.0,94.0,94.0,0.9792,0,0,0,5,0,0,0.7221,0.75778,0
1898,129,6,0.915139714,2600,4,13699,5101.0,370.0,130.5,129.54,16,0.7966,0.7642,11023007,0.7705,0.7231,0.5738,0.7705,0.8174,0.8174,3149150400.0,94,96,1192860.0,94.0,94.0,106.08,99.67,94.0,0.9895,0,0,0,4,0,0,0.74155,0.7207899999999999,0
1899,125,9,0.7308856970000001,1100,16,13317,7364.0,236.0,127.25,125.5,12,0.8547,0.8475,15262993,0.8475,0.8475,0.6901,0.8547,0.8929,0.8772,1716000000.0,100,72,1300000.0,100.0,100.0,123.26,110.67,100.0,0.9709,0,0,0,8,0,0,0.79375,0.84275,0
1900,124,10,0.026628007999999998,1100,15,7458,6504.0,1183.0,123.0,124.12,11,0.45,0.439,5988471,0.439,0.439,0.1904,0.45,0.4696,0.4615,404157600.0,54,0,367416.0,54.0,54.0,54.0,54.0,54.0,0.5745,0,0,0,2,0,0,0.4395,0.4351,0
1901,128,10,0.557292119,1300,3,11699,414.0,1017.0,128.46,128.48,7,0.7966,0.7966,17373057,0.7966,0.7966,0.6285,0.7966,0.8545,0.8246,1562911680.0,94,65,1184024.0,94.0,94.0,94.0,94.0,94.0,0.9592,0,0,0,15,0,0,0.7783,0.78694,7
1902,150,10,0.240632987,2400,16,14024,74.0,1223.0,142.38,148.91,8,0.7838,0.7838,12635,0.7565,0.725,0.5412,0.7838,0.7982,0.7982,3240440280.0,87,40,1052091.0,87.0,87.0,121.76,102.4,87.0,0.9158,0,0,0,68,0,0,0.7025,0.7125,0
1903,126,8,0.42527986799999995,2500,7,84983,123.0,1333.0,129.57,126.18,8,0.75,0.7440000000000001,482733,0.7440000000000001,0.7440000000000001,0.5535,0.7815,0.8455,0.8087,2432375568.0,93,52,1089774.0,93.0,93.0,114.63,102.92,93.0,0.9029,0,0,0,24,0,0,0.722,0.7396,0
1904,155,8,0.9725089179999999,4300,10,84113,54.0,291.0,154.77,155.06,14,0.0,0.0,287452,0.0,0.0,0.6757,,,,6644000000.0,0,90,1510000.0,0.0,0.0,0.0,0.0,100.0,0.9174,0,0,0,6,0,0,0.22,0.07,0
1905,123,9,0.204718447,2200,16,2456,5517.0,455.0,125.75,123.42,5,0.8974,0.8607,8427907,0.84,0.84,0.7112,0.8898,0.9129999999999999,0.9129999999999999,3080385000.0,105,75,1400175.0,105.0,105.0,129.42,116.2,105.0,0.9906,0,0,0,6,0,0,0.79,0.826,0
1906,121,6,0.39154540299999996,1100,4,75464,4443.0,6332.0,125.36,121.92,12,0.9059999999999999,0.9059999999999999,3433231,0.8618,0.8618,0.7568,0.9059999999999999,0.9138,0.9059999999999999,1635961600.0,106,92,1460680.0,106.0,106.0,106.0,106.0,106.0,1.0,0,0,0,21,0,0,0.8209,0.85562,0
1907,140,9,0.975400041,6200,10,81376,1147.0,127.0,140.97,140.58,7,0.616,0.616,181593,0.616,0.616,0.336,0.621,0.6417,0.6417,4793596500.0,77,57,871563.0,130.35,99.39,126.84,98.08,77.0,0.7196,0,0,0,28,0,0,0.648,0.6244,0
1908,152,8,0.410626554,4400,7,10590,501.0,3641.0,150.25,151.75,11,0.7542,0.7542,7132300,0.7672,0.7542,0.514,0.7542,0.8018,0.7672,4966467000.0,89,97,1188150.0,128.84,106.48,136.49,109.5,89.0,1.0,0,0,0,3,0,0,0.6071,0.73878,0
1909,121,10,0.72596321,2700,16,14024,6964.0,577.0,123.52,121.74,12,0.8211,0.8211,2302215,0.8279,0.7769,0.6331,0.7769,0.9182,0.8783,3484579992.0,101,56,1315929.0,101.0,101.0,141.35,118.88,101.0,0.9352,0,0,0,6,0,0,0.76845,0.7792100000000001,0
1910,131,1,0.079286631,2200,4,8141,1260.0,8978.0,130.45,130.98,9,0.8908,0.8548,15416067,0.8618,0.8548,0.7144,0.8548,0.8833,0.8759999999999999,2590572160.0,106,101,1471916.0,106.0,106.0,106.0,106.0,106.0,0.9298,0,0,0,13,0,0,0.8574,0.8593200000000001,0
1911,165,8,0.689891158,5700,3,78942,7934.0,20.0,159.32,164.67,17,0.0,0.0,854778,0.0,0.0,0.5901,0.0,0.0,0.0,,0,99,,0.0,0.0,0.0,0.0,,0.0,0,0,0,13,0,0,0.0,0.0,0
1912,150,10,0.9053984840000001,3600,2,79437,2024.0,125.0,148.5,150.07,13,0.3197,0.312,909306,0.2932,0.1054,0.0108,0.1054,0.3362,0.3277,808441920.0,39,20,229671.0,39.0,39.0,54.58,45.9,39.0,0.4937,0,0,0,3,0,0,0.0627,0.10486,0
1913,118,10,0.38414773700000004,1300,4,12421,3694.0,2979.0,119.5,118.7,5,0.6471,0.626,3038574,0.626,0.626,0.387,0.626,0.7064,0.6814,831471102.0,77,43,747054.0,77.0,77.0,77.0,77.0,77.0,0.8556,0,0,0,3,0,0,0.633,0.6234,3
1914,123,10,0.915300152,1800,7,6901,2321.0,295.0,128.51,123.41,7,0.8083,0.7823,1239552,0.7886,0.7823,0.5663,0.7823,0.8661,0.8584,2053420160.0,97,71,1166716.0,97.0,97.0,97.0,97.0,97.0,0.97,0,0,0,22,0,0,0.73115,0.77407,0
1915,159,9,0.284140651,5500,7,78173,41.0,2262.0,153.65,157.66,8,0.6822,0.6518,3905,0.6459999999999999,0.6459999999999999,0.3847,0.6636,0.6952,0.6459999999999999,3909887300.0,73,89,772705.0,121.84,93.58,111.95,89.82,73.0,0.8902,0,0,0,9,0,0,0.5329999999999999,0.6414,0
1916,124,8,0.122586173,1500,7,14522,4431.0,2846.0,127.29,124.31,12,0.85,0.8293,1093642,0.8293,0.8226,0.6923,0.85,0.9189,0.8947,2018792160.0,102,83,1310904.0,102.0,102.0,125.72,112.88,102.0,0.9808,0,0,0,59,0,0,0.8113,0.82034,0
1917,125,10,0.46776295799999995,1900,3,1078,6843.0,2496.0,122.76,124.5,16,0.8036,0.7826,6913799,0.7759,0.7759,0.5437,0.7759,0.7895,0.7895,1847772000.0,90,67,972000.0,90.0,90.0,90.0,90.0,90.0,1.0,0,0,0,19,0,0,0.75795,0.76831,12
1918,128,9,0.124036464,2600,7,14234,3739.0,929.0,126.47,127.97,11,0.8559,0.8347,2165204,0.8079999999999999,0.8079999999999999,0.6684,0.8559,0.8783,0.8783,2895043800.0,101,66,1315929.0,101.0,101.0,141.35,118.88,101.0,0.9266,0,0,0,7,0,0,0.674,0.7972,0
1919,161,10,0.514597001,4200,3,84494,40.0,72.0,161.15,160.68,13,0.0,0.0,11495,0.0,0.0,0.6403,0.0,0.0,0.0,2881494000.0,0,0,654885.0,0.0,0.0,0.0,0.0,63.0,,0,0,0,29,0,0,0.27,0.05,0
1920,153,8,0.372877484,4800,4,83489,198.0,1991.0,148.09,152.14,7,0.9167,0.8319,100637,0.825,0.825,0.6419,0.8761,0.8919,0.8839,6878341800.0,99,96,1421145.0,143.32,118.45,163.08,126.11,99.0,0.9706,0,0,0,9,0,0,0.7525,0.8125,0
1921,123,7,0.23687885,1600,4,75499,6888.0,2725.0,125.4,123.68,7,0.9059999999999999,0.8908,10675509,0.8908,0.8548,0.7089,0.8759999999999999,0.9059999999999999,0.8833,2570796800.0,106,104,1460680.0,106.0,106.0,130.65,117.31,106.0,0.955,0,0,0,9,0,0,0.8074,0.8493200000000001,0
1922,130,9,0.5746708939999999,2200,4,79371,1755.0,3255.0,127.39,129.35,10,0.8240000000000001,0.8240000000000001,19988989,0.8240000000000001,0.8240000000000001,0.6628,0.8306,0.9364,0.8957,2898198447.0,103,72,1304907.0,103.0,103.0,116.23,109.22,103.0,1.0,0,0,0,15,0,0,0.772,0.8116,0
1923,123,9,0.281326515,2200,4,81224,729.0,1693.0,123.54,123.45,13,0.843,0.843,382842,0.816,0.816,0.6817,0.8226,0.9273,0.887,2952655200.0,102,70,1342116.0,102.0,102.0,125.72,112.88,102.0,0.9903,0,0,0,30,0,0,0.8079999999999999,0.8144,0
1924,149,7,0.6849040009999999,3500,4,81266,379.0,1392.0,151.68,149.34,9,0.8174,0.7287,773827,0.7287,0.7287,0.4982,0.8103,0.8393,0.8034,5023089280.0,94,96,1343072.0,129.73,109.89,131.55,110.64,94.0,0.9691,0,0,0,6,0,0,0.58435,0.72583,0
1925,124,8,0.352828893,1800,16,842,6280.0,9508.0,124.82,123.96,5,0.8319,0.8319,5595723,0.8049,0.7984,0.5851,0.8390000000000001,0.8609,0.8609,2121720480.0,99,79,1205523.0,99.0,99.0,122.03,109.56,99.0,0.99,0,0,0,4,0,0,0.7892,0.79856,0
1926,150,9,0.7913478140000001,3500,2,82432,194.0,3693.0,149.5,149.59,16,0.7583,0.7583,46148,0.7054,0.7054,0.4454,0.7054,0.8053,0.7647,4490786300.0,91,91,1200745.0,125.59,106.38,139.55,111.96,91.0,0.8835,0,0,0,3,0,0,0.3927,0.6348600000000001,9
1927,161,8,0.153803125,3600,3,12290,6996.0,5432.0,161.76,161.48,8,0.8859999999999999,0.8211,14206810,0.8016,0.8016,0.6854,0.8347,0.8859999999999999,0.8559,6146918580.0,101,110,1693366.0,155.37,124.46,154.89,124.27,101.0,0.9902,0,0,0,13,0,0,0.5308,0.74144,0
1928,153,10,0.637779014,2600,16,2456,160.0,2596.0,138.68,149.87,12,0.8240000000000001,0.8240000000000001,2524025,0.8240000000000001,0.8240000000000001,0.652,0.8729,0.9279,0.9279,2824115800.0,103,71,1283689.0,103.0,103.0,144.15,121.23,103.0,1.0,0,0,0,62,0,0,0.802,0.8216,0
1929,120,4,0.953963345,1800,4,10845,4556.0,114.0,121.6,120.36,9,0.8067,0.7742,13776562,0.7805,0.7742,0.5546,0.7742,0.7742,0.7742,2027298816.0,96,101,1142784.0,96.0,96.0,118.33,106.24,96.0,0.9796,0,0,0,6,0,0,0.7571,0.76678,0
1930,128,9,0.232569534,2700,4,83554,6068.0,2119.0,126.69,127.7,11,0.8174,0.8174,680726,0.8174,0.7833,0.5682,0.8319,0.8704,0.8545,3418427500.0,94,66,1104500.0,94.0,94.0,131.55,110.64,94.0,0.9495,0,0,0,5,0,0,0.74165,0.7749699999999999,0
1931,129,10,0.418955831,2400,16,14184,7105.0,2665.0,125.03,128.74,10,0.8598,0.807,10683025,0.7931,0.7931,0.6148,0.8288,0.8519,0.8364,2914324480.0,92,53,1083392.0,92.0,92.0,92.0,92.0,92.0,0.9787,0,0,0,13,0,0,0.76655,0.78379,0
1932,126,8,0.88961096,2300,4,87562,7.0,131.0,132.95,127.42,18,0.785,0.7368,194,0.7241,0.7241,0.5646,0.7368,0.8317,0.7636,2719050768.0,84,48,994896.0,84.0,84.0,111.0,96.15,84.0,0.9231,0,0,0,28,0,0,0.66205,0.7116899999999999,0
1933,126,10,0.222382005,1300,16,1721,7326.0,387.0,125.52,126.13,13,0.7692,0.7627,640899,0.7627,0.7627,0.5504,0.7692,0.8036,0.7895,1364428800.0,90,34,1036800.0,90.0,90.0,90.0,90.0,90.0,0.8738,0,0,0,20,0,0,0.76135,0.7664300000000001,0
1934,161,7,0.106029919,3500,10,10590,5049.0,3631.0,158.63,160.66,12,0.5826,0.5583,6943567,0.5583,0.5583,0.3144,0.5826,0.5982,0.5678,3510846900.0,67,100,709262.0,99.1,81.0,117.05,87.81,67.0,0.8816,0,0,0,7,0,0,0.36915,0.50247,0
1935,151,8,0.31738736100000003,4300,13,12290,19.0,283.0,152.25,151.28,13,0.0,0.0,2458832,0.0,0.0,0.2671,0.0,0.0,0.0,3916258720.0,0,93,1047128.0,0.0,0.0,0.0,0.0,83.0,,0,0,0,3,0,0,0.23,0.06,0
1936,117,9,0.601619253,1300,3,82384,3772.0,988.0,116.85,117.08,8,0.3689,0.3689,795683,0.36,0.36,0.1214,0.3782,0.4206,0.4054,525212100.0,45,0,238950.0,45.0,45.0,55.47,49.8,45.0,0.45,0,0,0,11,0,0,0.5,0.384,0
1937,118,9,0.271588198,2600,4,2747,71.0,4271.0,120.23,118.26,18,0.8376,0.8376,18030,0.8033,0.7538,0.5544,0.8448,0.8829,0.8829,3042547200.0,98,67,1152480.0,98.0,98.0,137.15,115.35,98.0,0.98,0,0,0,24,0,0,0.5869,0.68842,0
1938,164,6,0.964202435,6200,3,11933,16.0,106.0,161.32,163.86,16,0.6459999999999999,0.6293,7130,0.5615,0.5615,0.3315,0.5615,0.6459999999999999,0.6459999999999999,4902893160.0,73,94,873956.0,73.0,73.0,73.0,73.0,73.0,0.9865,0,0,0,4,0,0,0.64075,0.58535,0
1939,125,8,0.104014754,2600,17,13008,6147.0,706.0,126.58,125.09,14,0.7727,0.7522,62949,0.7391,0.7083,0.4646,0.7798,0.7798,0.7522,2758143750.0,85,61,903125.0,85.0,85.0,85.0,85.0,85.0,0.914,0,0,0,36,0,0,0.75415,0.72747,0
1940,124,10,0.144591561,1100,4,85723,1378.0,6965.0,125.49,123.99,8,0.7679,0.7679,3669710,0.7679,0.7679,0.5332,0.7679,0.7963,0.7963,1054351572.0,86,36,909708.0,86.0,86.0,97.05,91.19,86.0,0.9247,0,0,0,37,0,0,0.72395,0.7611100000000001,0
1941,127,9,0.8909146440000001,1200,4,83442,4657.0,1250.0,123.04,125.74,8,0.6609999999999999,0.6609999999999999,33736,0.6609999999999999,0.6609999999999999,0.3649,0.6609999999999999,0.7091,0.6842,907489440.0,78,30,687492.0,78.0,78.0,78.0,78.0,78.0,0.8041,0,0,0,9,0,0,0.7405,0.6849,0
1942,127,10,0.649174664,1300,16,82379,1131.0,1826.0,124.87,126.17,12,0.8390000000000001,0.8390000000000001,417214,0.8390000000000001,0.8390000000000001,0.6139,0.8390000000000001,0.9,0.8684,1526603760.0,99,74,1156518.0,99.0,99.0,99.0,99.0,99.0,0.9802,0,0,0,39,0,0,0.8395,0.8451,4
1943,152,8,0.0694172,3600,2,11933,4126.0,1012.0,152.6,151.78,15,0.0,0.0,614094,0.0,0.0,0.0785,0.0,0.0,0.0,3043941120.0,0,0,813888.0,0.0,0.0,0.0,0.0,72.0,0.0,0,0,0,5,0,0,0.29,0.06,0
1944,129,8,0.08455056300000001,1100,16,83746,7759.0,5538.0,129.88,129.35,9,0.8305,0.8305,8533005,0.7967,0.7967,0.6618,0.8167,0.8673,0.8673,1405065200.0,98,77,1277332.0,98.0,98.0,110.59,103.91,98.0,0.9515,0,0,0,5,0,0,0.79835,0.79703,3
1945,164,1,0.83575626,4600,7,10590,5234.0,3768.0,162.77,163.73,10,0.6692,0.6692,7139274,0.6541,0.2351,0.0571,0.2351,0.696,0.6744,4289503680.0,87,118,1218609.0,133.84,107.2,121.76,102.4,87.0,0.7373,0,0,0,24,0,0,0.48755,0.29159,0
1946,125,8,0.08954200300000001,2200,16,79884,2074.0,2463.0,127.19,125.49,14,0.7759,0.75,1058635,0.72,0.72,0.5349,0.7627,0.7692,0.7692,2316600000.0,90,80,1053000.0,90.0,90.0,125.96,105.93,90.0,0.9677,0,0,0,6,0,0,0.76,0.728,0
1947,116,6,0.596040598,2300,4,79202,66.0,4162.0,121.24,116.95,9,0.8017,0.7823,29189,0.7886,0.7823,0.5708,0.8291,0.8291,0.8291,2069980000.0,97,87,1176125.0,97.0,97.0,119.56,107.35,97.0,0.9417,0,0,0,6,0,0,0.78115,0.77407,0
1948,125,9,0.555731967,1500,16,82621,655.0,3105.0,125.79,125.27,7,0.8957,0.8803,347985,0.8374,0.8306,0.7171,0.9035,0.9196,0.9196,2091246080.0,103,73,1357952.0,103.0,103.0,126.96,113.99,103.0,0.9717,0,0,0,98,0,0,0.8253,0.8275399999999999,0
1949,167,9,0.624938361,3900,3,9889,10.0,37.0,164.53,166.52,17,0.8509,0.7886,16550,0.7698,0.7698,0.6169,0.7698,0.8220000000000001,0.8220000000000001,5533056540.0,97,114,1524258.0,97.0,97.0,97.0,97.0,97.0,1.0,0,0,0,11,0,0,0.6849,0.77282,0
1950,121,9,0.741436179,1500,3,84020,6034.0,7360.0,123.38,121.41,8,0.8136,0.8136,1062466,0.8136,0.8136,0.6115,0.8136,0.8727,0.8421,1526400000.0,96,58,1152000.0,96.0,96.0,96.0,96.0,96.0,0.9412,0,0,0,4,0,0,0.7768,0.81224,0
1951,150,9,0.465254061,4600,7,76730,2131.0,207.0,147.64,149.12,11,0.8803,0.8803,923109,0.8175,0.8047,0.5461,0.8175,0.9196,0.8957,6535144000.0,103,86,1485260.0,166.79,130.12,169.67,131.2,103.0,0.9904,0,0,0,12,0,0,0.70235,0.78423,0
1952,116,10,0.26778167,2200,4,9290,544.0,2206.0,119.25,116.62,9,0.608,0.608,12417507,0.608,0.608,0.3579,0.6129,0.6909,0.6609,1554506432.0,76,19,704672.0,76.0,76.0,100.43,87.0,76.0,0.7677,0,0,0,4,0,0,0.654,0.6172,0
1953,131,9,0.575421108,2200,4,79202,6034.0,6032.0,133.61,131.65,12,0.8595,0.8595,2783388,0.8320000000000001,0.8320000000000001,0.7582,0.8814,0.9369,0.9369,3283737600.0,104,68,1492608.0,104.0,104.0,145.55,122.41,104.0,0.9905,0,0,0,39,0,0,0.7859999999999999,0.8188,2
1954,127,10,0.033038835,1200,4,9836,3803.0,1089.0,128.94,127.56,11,0.8125,0.8125,2096037,0.8125,0.8125,0.6456,0.8125,0.8426,0.8426,1276491307.0,91,57,1101373.0,91.0,91.0,102.69,96.49,91.0,0.9785,0,0,0,20,0,0,0.76625,0.80125,0
1955,125,10,0.623728333,1100,16,83241,5523.0,618.0,125.38,125.16,8,0.5752,0.5462,6662976,0.5285,0.5285,0.278,0.5556,0.5752,0.5752,590232500.0,65,0,536575.0,65.0,65.0,65.0,65.0,65.0,0.65,0,0,0,25,0,0,0.63425,0.54565,0
1956,124,10,0.24524669300000002,2400,10,76973,263.0,6090.0,129.7,125.36,4,0.8818,0.8739,1958284,0.8362,0.8362,0.7341,0.8584,0.8899,0.8818,3492808980.0,97,63,1298442.0,97.0,97.0,97.0,97.0,97.0,0.9898,0,0,0,56,0,0,0.8081,0.8325799999999999,0
1957,125,10,0.690656162,1300,16,82379,2230.0,1934.0,127.36,125.58,9,0.8938,0.8632,1068743,0.8211,0.8211,0.6923,0.9018,0.9439,0.8938,1469964100.0,101,76,1336331.0,101.0,101.0,101.0,101.0,101.0,1.0,0,0,0,36,0,0,0.83055,0.81899,7
